state,domain,reporting_program,measure_name,measure_abbreviation,rate_definition,ffy,population,methodology,state_rate,number_of_states_reporting,median,bottom_quartile,top_quartile,notes,source,location,expansion_status
Nevada,Care of Acute and Chronic Conditions,Adult Core Set,Comprehensive Diabetes Care: Hemoglobin A1c Testing: Ages 18-75,HA1C-AD,Percentage with Diabetes (Type 1 or Type 2) who had a Hemoglobin A1c (HbA1c) Test: Ages 18-64,2016,Medicaid,Hybrid,83.3,37,83.3,78.8,86.2,,Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.,"(38.4199, -117.1219)",2
Texas,Behavioral Health Care,Adult Core Set,Antidepressant Medication Management: Age 18 and Older,AMM-AD,Percentage Diagnosed with Major Depression who were Treated with and Remained on Antidepressant Medication for 12 Weeks: Ages 18-64,2016,Medicaid,Administrative,44.4,33,52.4,46.0,55.5,,Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.,"(31.106, -97.6475)",4
Oklahoma,Behavioral Health Care,Adult Core Set,Initiation and Engagement of Alcohol and Other Drug Dependence Treatment: Age 18 and Older,IET-AD,Percentage with a New Episode of Alcohol or Drug Dependence who Initiated Treatment: Ages 18-64,2016,Medicaid & CHIP & Dual Eligibles,Administrative,35.7,26,35.7,32.5,39.8,,Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.,"(35.5376, -96.9247)",4
Louisiana,Primary Care Access and Preventive Care,Adult Core Set,Chlamydia Screening in Women: Ages 21-24,CHL-AD,Percentage of Sexually Active Women Screened for Chlamydia: Ages 21-24,2016,Medicaid & CHIP,Administrative,65.3,37,59.4,55.7,66.4,,Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.,"(31.1801, -91.8749)",3
New York,Primary Care Access and Preventive Care,Adult Core Set,Chlamydia Screening in Women: Ages 21-24,CHL-AD,Percentage of Sexually Active Women Screened for Chlamydia: Ages 21-24,2016,Medicaid,Administrative,68.9,37,59.4,55.7,66.4,,Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.,"(42.1497, -74.9384)",2
Vermont,Care of Acute and Chronic Conditions,Adult Core Set,Annual Monitoring for Patients on Persistent Medications: Age 18 and Older,MPM-AD,Percentage who Received at Least 180 Treatment Days of Ambulatory Medication Therapy and Annual Monitoring: Ages 18-64,2016,Medicaid & CHIP,Administrative,79.9,32,85.9,83.4,89.3,,Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.,"(44.0407, -72.7093)",2
Georgia,Behavioral Health Care,Adult Core Set,Initiation and Engagement of Alcohol and Other Drug Dependence Treatment: Age 18 and Older,IET-AD,Percentage with a New Episode of Alcohol or Drug Dependence who Initiated Treatment: Ages 18-64,2016,Medicaid & CHIP,Administrative,34.8,26,35.7,32.5,39.8,,Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.,"(32.9866, -83.6487)",4
Minnesota,Maternal and Perinatal Health,Adult Core Set,Prenatal and Postpartum Care: Postpartum Care,PPC-AD,Percentage of Women Delivering a Live Birth who had a Postpartum Care Visit on or Between 21 and 56 Days after Delivery,2016,Medicaid & CHIP,Administrative,41.0,36,54.3,49.6,63.4,,Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.,"(45.7326, -93.9196)",1
California,Primary Care Access and Preventive Care,Adult Core Set,Cervical Cancer Screening: Ages 21-64,CCS-AD,Percentage of Women Screened for Cervical Cancer: Ages 21-64,2016,Medicaid,Administrative & Hybrid,47.8,39,52.8,47.9,62.8,,Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.,"(36.17, -119.7462)",1
North Carolina,Behavioral Health Care,Adult Core Set,Follow-Up After Hospitalization for Mental Illness: Age 21 and Older,FUH-AD,Percentage of Hospitalizations for Mental Illness with a Follow-Up Visit Within 7 Days of Discharge: Ages 21-64,2016,Medicaid,Administrative,25.4,36,38.3,31.2,55.3,,Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.,"(35.6411, -79.8431)",4
Hawaii,Behavioral Health Care,Adult Core Set,Adherence to Antipsychotics for Individuals with Schizophrenia: Ages 19-64,SAA-AD,Percentage with Schizophrenia who were Dispensed and Remained on Antipsychotic Medication for at Least 80 Percent of their Treatment Period: Ages 19-64,2016,Medicaid & Dual Eligibles,Administrative,60.3,28,60.6,55.4,67.2,,Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.,"(21.1098, -157.5311)",2
Rhode Island,Behavioral Health Care,Adult Core Set,Diabetes Screening for People with Schizophrenia or Bipolar Disorder Who Are Using Antipsychotic Medications: Ages 18-64,SSD-AD,Percentage with Schizophrenia or Bipolar Disorder who were Dispensed an Antipsychotic Medication and had a Diabetes Screening Test: Ages 18-64,2016,Medicaid & CHIP,Administrative,81.6,25,78.6,73.0,81.2,,Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.,"(41.6772, -71.5101)",2
Tennessee,Care of Acute and Chronic Conditions,Adult Core Set,PQI 01: Diabetes Short-Term Complications Admission Rate: Age 18 and Older,PQI01-AD,"Inpatient Hospital Admissions for Diabetes Short-Term Complications per 100,000 Enrollee-Months: Ages 18-64 [Lower rates are better]",2016,Medicaid,Administrative,16.5,25,18.5,27.9,15.1,,Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.,"(35.7449, -86.7489)",4
Missouri,Primary Care Access and Preventive Care,Adult Core Set,Cervical Cancer Screening: Ages 21-64,CCS-AD,Percentage of Women Screened for Cervical Cancer: Ages 21-64,2016,Medicaid & CHIP,Administrative,47.2,39,52.8,47.9,62.8,,Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.,"(38.4623, -92.302)",4
Minnesota,Behavioral Health Care,Adult Core Set,Initiation and Engagement of Alcohol and Other Drug Dependence Treatment: Age 18 and Older,IET-AD,Percentage with a New Episode of Alcohol or Drug Dependence who Initiated and Engaged in Treatment: Ages 18-64,2016,Medicaid & Dual Eligibles,Administrative,12.8,26,13.7,6.9,17.9,,Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.,"(45.7326, -93.9196)",1
Minnesota,Care of Acute and Chronic Conditions,Adult Core Set,PQI 08: Heart Failure Admission Rate: Age 18 and Older,PQI08-AD,"Inpatient Hospital Admissions for Heart Failure per 100,000 Enrollee-Months: Ages 18-64 [Lower rates are better]",2016,Medicaid & Dual Eligibles,Administrative,17.7,25,20.8,29.6,14.0,,Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.,"(45.7326, -93.9196)",1
North Carolina,Care of Acute and Chronic Conditions,Adult Core Set,PQI 01: Diabetes Short-Term Complications Admission Rate: Age 18 and Older,PQI01-AD,"Inpatient Hospital Admissions for Diabetes Short-Term Complications per 100,000 Enrollee-Months: Ages 18-64 [Lower rates are better]",2016,Medicaid,Administrative,43.3,25,18.5,27.9,15.1,,Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.,"(35.6411, -79.8431)",4
District of Columbia,Behavioral Health Care,Adult Core Set,Diabetes Screening for People with Schizophrenia or Bipolar Disorder Who Are Using Antipsychotic Medications: Ages 18-64,SSD-AD,Percentage with Schizophrenia or Bipolar Disorder who were Dispensed an Antipsychotic Medication and had a Diabetes Screening Test: Ages 18-64,2016,Medicaid & CHIP & Dual Eligibles,Administrative,69.3,25,78.6,73.0,81.2,,Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.,"(38.8964, -77.0262)",1
New York,Care of Acute and Chronic Conditions,Adult Core Set,Annual Monitoring for Patients on Persistent Medications: Age 18 and Older,MPM-AD,Percentage who Received at Least 180 Treatment Days of Ambulatory Medication Therapy and Annual Monitoring: Ages 18-64,2016,Medicaid,Administrative,88.3,32,85.9,83.4,89.3,,Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.,"(42.1497, -74.9384)",2
Washington,Care of Acute and Chronic Conditions,Adult Core Set,PQI 08: Heart Failure Admission Rate: Age 18 and Older,PQI08-AD,"Inpatient Hospital Admissions for Heart Failure per 100,000 Enrollee-Months: Ages 18-64 [Lower rates are better]",2016,Medicaid & CHIP,Administrative,14.0,25,20.8,29.6,14.0,,Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.,"(47.3917, -121.5708)",1
Arkansas,Behavioral Health Care,Adult Core Set,Diabetes Screening for People with Schizophrenia or Bipolar Disorder Who Are Using Antipsychotic Medications: Ages 18-64,SSD-AD,Percentage with Schizophrenia or Bipolar Disorder who were Dispensed an Antipsychotic Medication and had a Diabetes Screening Test: Ages 18-64,2016,Medicaid,Administrative,72.2,25,78.6,73.0,81.2,,Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.,"(34.9513, -92.3809)",2
Mississippi,Primary Care Access and Preventive Care,Adult Core Set,Chlamydia Screening in Women: Ages 21-24,CHL-AD,Percentage of Sexually Active Women Screened for Chlamydia: Ages 21-24,2016,Medicaid,Administrative,67.0,37,59.4,55.7,66.4,,Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.,"(32.7673, -89.6812)",4
Vermont,Primary Care Access and Preventive Care,Adult Core Set,Breast Cancer Screening: Ages 50-74,BCS-AD,Percentage of Women who had a Mammogram to Screen for Breast Cancer: Ages 50-64,2016,Medicaid & CHIP,Administrative,54.3,35,52.3,47.9,60.6,,Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.,"(44.0407, -72.7093)",2
West Virginia,Behavioral Health Care,Adult Core Set,Antidepressant Medication Management: Age 18 and Older,AMM-AD,Percentage Diagnosed with Major Depression who were Treated with and Remained on Antidepressant Medication for 6 Months: Ages 18-64,2016,Medicaid & Dual Eligibles,Administrative,41.7,33,37.1,31.2,39.6,,Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.,"(38.468, -80.9696)",2
District of Columbia,Behavioral Health Care,Adult Core Set,Follow-Up After Hospitalization for Mental Illness: Age 21 and Older,FUH-AD,Percentage of Hospitalizations for Mental Illness with a Follow-Up Visit Within 7 Days of Discharge: Ages 21-64,2016,Medicaid & CHIP & Dual Eligibles,Administrative,32.1,36,38.3,31.2,55.3,,Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.,"(38.8964, -77.0262)",1
Oklahoma,Behavioral Health Care,Adult Core Set,Follow-Up After Hospitalization for Mental Illness: Age 21 and Older,FUH-AD,Percentage of Hospitalizations for Mental Illness with a Follow-Up Visit Within 7 Days of Discharge: Ages 21-64,2016,Medicaid & CHIP & Dual Eligibles,Administrative,17.1,36,38.3,31.2,55.3,,Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.,"(35.5376, -96.9247)",4
Pennsylvania,Care of Acute and Chronic Conditions,Adult Core Set,Controlling High Blood Pressure: Ages 18-85,CBP-AD,Percentage who had a Diagnosis of Hypertension and Whose Blood Pressure was Adequately Controlled (<140/90) During the Measurement Year: Ages 18-85,2016,Medicaid,Hybrid,61.0,26,54.9,48.2,62.1,,Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.,"(40.5773, -77.264)",3
Mississippi,Care of Acute and Chronic Conditions,Adult Core Set,Controlling High Blood Pressure: Ages 18-85,CBP-AD,Percentage who had a Diagnosis of Hypertension and Whose Blood Pressure was Adequately Controlled (<140/90) During the Measurement Year: Ages 18-85,2016,Medicaid,Hybrid,37.4,26,54.9,48.2,62.1,,Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.,"(32.7673, -89.6812)",4
Massachusetts,Behavioral Health Care,Adult Core Set,Follow-Up After Hospitalization for Mental Illness: Age 21 and Older,FUH-AD,Percentage of Hospitalizations for Mental Illness with a Follow-Up Visit Within 30 Days of Discharge: Ages 21-64,2016,Medicaid,Administrative,81.2,36,59.7,48.4,70.6,,Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.,"(42.2373, -71.5314)",2
Kentucky,Behavioral Health Care,Adult Core Set,Initiation and Engagement of Alcohol and Other Drug Dependence Treatment: Age 18 and Older,IET-AD,Percentage with a New Episode of Alcohol or Drug Dependence who Initiated and Engaged in Treatment: Ages 18-64,2016,Medicaid & Dual Eligibles,Administrative,10.2,26,13.7,6.9,17.9,,Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.,"(37.669, -84.6514)",2
Missouri,Behavioral Health Care,Adult Core Set,Adherence to Antipsychotics for Individuals with Schizophrenia: Ages 19-64,SAA-AD,Percentage with Schizophrenia who were Dispensed and Remained on Antipsychotic Medication for at Least 80 Percent of their Treatment Period: Ages 19-64,2016,Medicaid & CHIP,Administrative,60.8,28,60.6,55.4,67.2,,Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.,"(38.4623, -92.302)",4
Oklahoma,Maternal and Perinatal Health,Adult Core Set,Prenatal and Postpartum Care: Postpartum Care,PPC-AD,Percentage of Women Delivering a Live Birth who had a Postpartum Care Visit on or Between 21 and 56 Days after Delivery,2016,Medicaid & CHIP & Dual Eligibles,Administrative,21.1,36,54.3,49.6,63.4,,Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.,"(35.5376, -96.9247)",4
Virginia,Primary Care Access and Preventive Care,Adult Core Set,Cervical Cancer Screening: Ages 21-64,CCS-AD,Percentage of Women Screened for Cervical Cancer: Ages 21-64,2016,Medicaid & CHIP,Hybrid,65.4,39,52.8,47.9,62.8,,Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.,"(37.768, -78.2057)",4
Tennessee,Care of Acute and Chronic Conditions,Adult Core Set,Comprehensive Diabetes Care: Hemoglobin A1c Testing: Ages 18-75,HA1C-AD,Percentage with Diabetes (Type 1 or Type 2) who had a Hemoglobin A1c (HbA1c) Test: Ages 18-64,2016,Medicaid,Hybrid,83.0,37,83.3,78.8,86.2,,Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.,"(35.7449, -86.7489)",4
Connecticut,Care of Acute and Chronic Conditions,Adult Core Set,Comprehensive Diabetes Care: Hemoglobin A1c Testing: Ages 18-75,HA1C-AD,Percentage with Diabetes (Type 1 or Type 2) who had a Hemoglobin A1c (HbA1c) Test: Ages 18-64,2016,Medicaid & CHIP,Hybrid,85.9,37,83.3,78.8,86.2,,Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.,"(41.5834, -72.7622)",1
Kentucky,Care of Acute and Chronic Conditions,Adult Core Set,Annual Monitoring for Patients on Persistent Medications: Age 18 and Older,MPM-AD,Percentage who Received at Least 180 Treatment Days of Ambulatory Medication Therapy and Annual Monitoring: Ages 18-64,2016,Medicaid & Dual Eligibles,Administrative,89.5,32,85.9,83.4,89.3,,Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.,"(37.669, -84.6514)",2
South Carolina,Care of Acute and Chronic Conditions,Adult Core Set,Annual Monitoring for Patients on Persistent Medications: Age 18 and Older,MPM-AD,Percentage who Received at Least 180 Treatment Days of Ambulatory Medication Therapy and Annual Monitoring: Ages 18-64,2016,Medicaid,Administrative,85.5,32,85.9,83.4,89.3,,Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.,"(33.8191, -80.9066)",4
Hawaii,Primary Care Access and Preventive Care,Adult Core Set,Chlamydia Screening in Women: Ages 21-24,CHL-AD,Percentage of Sexually Active Women Screened for Chlamydia: Ages 21-24,2016,Medicaid,Administrative,59.2,37,59.4,55.7,66.4,,Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.,"(21.1098, -157.5311)",2
New Hampshire,Behavioral Health Care,Adult Core Set,Diabetes Screening for People with Schizophrenia or Bipolar Disorder Who Are Using Antipsychotic Medications: Ages 18-64,SSD-AD,Percentage with Schizophrenia or Bipolar Disorder who were Dispensed an Antipsychotic Medication and had a Diabetes Screening Test: Ages 18-64,2016,Medicaid & Dual Eligibles,Administrative,78.9,25,78.6,73.0,81.2,,Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.,"(43.4108, -71.5653)",3
Louisiana,Maternal and Perinatal Health,Adult Core Set,Prenatal and Postpartum Care: Postpartum Care,PPC-AD,Percentage of Women Delivering a Live Birth who had a Postpartum Care Visit on or Between 21 and 56 Days after Delivery,2016,Medicaid & CHIP,Hybrid,51.6,36,54.3,49.6,63.4,,Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.,"(31.1801, -91.8749)",3
District of Columbia,Primary Care Access and Preventive Care,Adult Core Set,Cervical Cancer Screening: Ages 21-64,CCS-AD,Percentage of Women Screened for Cervical Cancer: Ages 21-64,2016,Medicaid & CHIP & Dual Eligibles,Hybrid,59.3,39,52.8,47.9,62.8,,Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.,"(38.8964, -77.0262)",1
Vermont,Behavioral Health Care,Adult Core Set,Initiation and Engagement of Alcohol and Other Drug Dependence Treatment: Age 18 and Older,IET-AD,Percentage with a New Episode of Alcohol or Drug Dependence who Initiated and Engaged in Treatment: Ages 18-64,2016,Medicaid & CHIP & Dual Eligibles,Administrative,15.5,26,13.7,6.9,17.9,,Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.,"(44.0407, -72.7093)",2
Vermont,Behavioral Health Care,Adult Core Set,Follow-Up After Hospitalization for Mental Illness: Age 21 and Older,FUH-AD,Percentage of Hospitalizations for Mental Illness with a Follow-Up Visit Within 7 Days of Discharge: Ages 21-64,2016,Medicaid & CHIP & Dual Eligibles,Administrative,61.5,36,38.3,31.2,55.3,,Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.,"(44.0407, -72.7093)",2
West Virginia,Behavioral Health Care,Adult Core Set,Follow-Up After Hospitalization for Mental Illness: Age 21 and Older,FUH-AD,Percentage of Hospitalizations for Mental Illness with a Follow-Up Visit Within 30 Days of Discharge: Ages 21-64,2016,Medicaid & Dual Eligibles,Administrative,50.5,36,59.7,48.4,70.6,,Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.,"(38.468, -80.9696)",2
